pvalue	Description	condition	NES	geneID
1.893168923296232e-4	transcription elongation by RNA polymerase II	d2_d1	-1.577013991636006	HIR3/MFT1/CAF130/GIM3/TEA1/NPL6/JHD1/SPT4/GIM5/CCR4/RTT102/RPH1/ASF1/RPB9/SUS1/HPC2/THP2/POP2/STB5/CDC73
1.7798069127279422e-4	DNA-templated transcription elongation	d2_d1	-1.574057797148792	TEA1/NPL6/JHD1/SPT4/GIM5/MTF1/CCR4/RTT102/RPH1/ASF1/RPB9/SUS1/HPC2/THP2/POP2/STB5/CTK3/CDC73
0.002535376756918803	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	d2_d1	-1.5696746549449911	RPS21B/RPS6A/RPS1A/RPS18B/TSR2/RPS16A/RPS0A/TOM1/HCR1/RPS6B/LOC1/RPS27B/RPS9B/EFG1
4.9306278628445e-8	cytoplasmic translation	d2_d1	-1.5643588239176511	TAE1/RPL7B/RPS30B/DBP1/RPS4A/RPL26B/RPL35A/RPP2A/RPS21B/RPL40A/DPH5/TRM7/RPS30A/RPS22A/RRT2/RPS6A/DPH2/KTI11/RPL34A/TIF4631/RPS1A/RPL13A/TIF1/RPS18B/RPS22B/RPS16A/RPS25A/RPL4A/RPL34B/RPS0A/RPP1A/RPL36A/BUD27/RPL41B/RPL11B/RPS28B/RPS19A/RPL12A/HCR1/RPS10B/RPL14A/RPL35B/RPL33B/RPL21B/RPL8A/RPS6B/RPS29A/RPP2B/RPL12B/RPL37B/RPL43A/RPP1B/SSZ1/RPL19A/RPS7A/RPL13B/RPL6B/RPL9A/RPS27B/RPS17A/RPL6A/RPL16B/LSO2/RPL21A
0.0025798570508998348	chromosome localization	d2_d1	-1.5616910211853485	SIZ1/CSM1/NUP60/CTF8/RTT107/NUP120/NUP133
0.0020156645658204455	positive regulation of DNA-templated transcription, elongation	d2_d1	-1.558141878694743	CAF130/GIM3/JHD1/SPT4/GIM5/MTF1/CCR4/RPH1/ASF1/POP2/CTK3/CDC73
0.0012647545089729184	translational elongation	d2_d1	-1.5515830563814685	HBS1/SKI7/RPP2A/DPH5/RRT2/DPH2/KTI11/STM1/EFT2/OAZ1/RPP1A/YGR201C/TUF1/TEF4/RPP2B/RPP1B/SSZ1/LSO2/ZUO1
0.002282238534199388	internal protein amino acid acetylation	d2_d1	-1.5412626657322626	SAS4/ACS1/HIR3/NUT1/SAS5/SGF29/YOR338W/PHO23/SPT8/EAF7/ELP3/RTT109/NGG1/ASF1/ADA2/ARD1
0.002282238534199388	histone acetylation	d2_d1	-1.5412626657322626	SAS4/ACS1/HIR3/NUT1/SAS5/SGF29/YOR338W/PHO23/SPT8/EAF7/ELP3/RTT109/NGG1/ASF1/ADA2/ARD1
0.002282238534199388	internal peptidyl-lysine acetylation	d2_d1	-1.5412626657322626	SAS4/ACS1/HIR3/NUT1/SAS5/SGF29/YOR338W/PHO23/SPT8/EAF7/ELP3/RTT109/NGG1/ASF1/ADA2/ARD1
0.002282238534199388	peptidyl-lysine acetylation	d2_d1	-1.5412626657322626	SAS4/ACS1/HIR3/NUT1/SAS5/SGF29/YOR338W/PHO23/SPT8/EAF7/ELP3/RTT109/NGG1/ASF1/ADA2/ARD1
9.21384448377614e-4	negative regulation of translation	d2_d1	-1.5249189517512796	COA3/VTS1/PUF6/PKH2/OAZ1/EDC3/DCS1/RPS28B/CCR4/SSD1/LOC1/LSM1/POP2/HEL2/MRPL23/RPL16B
0.0037672338869814857	ribosome assembly	d2_d1	-1.522851493074604	RPS26B/RPL40B/RPS28A/RPL24B/HPM1/RPS14A/RPL40A/RPS0A/RPL11B/RPS28B/RPS19A/RPL12A/RPS10B/RPL12B/RPL6B/RPS27B/RPS17A/RPL6A
0.00411023300454693	carbon catabolite regulation of transcription	d2_d1	-1.51294818561266	VPS25/VPS36/SRB8/CST6
0.002804572317517101	regulation of mRNA stability	d2_d1	-1.5120776724641607	VTS1/PKH2/MGA2/EDC3/PUB1/DCS1/RPS28B/CCR4/CBT1/LSM1/RMD9/POP2/HEL2
0.002804572317517101	regulation of mRNA catabolic process	d2_d1	-1.5120776724641607	VTS1/PKH2/MGA2/EDC3/PUB1/DCS1/RPS28B/CCR4/CBT1/LSM1/RMD9/POP2/HEL2
0.00079224128926435905	ribosomal large subunit biogenesis	d2_d1	-1.5066091944668922	RPL17B/RPS26B/RPL40B/RPL24B/HPM1/RPL7B/RPL26B/RPL35A/ACL4/RPL40A/TIF4631/PUF6/TSR2/RPL11B/TOM1/RPL12A/HIT1/RPL14A/RPL35B/RPL33B/RPL8A/RPL12B/RPL37B/RRP8/LOC1/REI1/RPL6B/RPL6A
0.003361764645327434	mitochondrial respiratory chain complex assembly	d2_d1	-1.5046309324129907	QCR7/COA2/COX20/MZM1/RCF1/COA6/FMP25/BCS1/SHY1/SDH8/COX19/COA3/PET309/MSS51/PET122/SOM1/PET100/SDH5/OXA1/MDM35/COX12/QCR9/COX23
0.004085397759806465	cytochrome complex assembly	d2_d1	-1.5004654160462276	QCR7/COA2/COX20/MZM1/RCF1/COA6/CYC2/FMP25/BCS1/SHY1/COX19/COA3/PET309/MSS51/PET122/PET100/CYT2/OXA1/COX12/CBT1/QCR9
2.1652380564854732e-4	mRNA processing	d2_d1	-1.485427048596419	LSM7/PET54/FIR1/NAM8/SYC1/MFT1/SKY1/PUS7/MTF2/ISY1/MSS51/STO1/CWC15/MNE1/SPT4/MRN1/DRN1/REF2/QRI5/RTT103/SNT309/CBT1/LSM1/PIH1/CTK3/CDC73/BUD31
0.003015351399878308	ribonucleoprotein complex assembly	d2_d1	-1.4385438345539483	RPL40B/RPS28A/RPL24B/IST3/HPM1/RPS14A/DBP1/NAM8/SKY1/RPL40A/ISY1/TIF4631/TIF1/RPS0A/BUD27/RPL11B/RPS28B/RPS19A/RPL12A/HIT1/HCR1/RPS10B/RPL12B/PIH1/RPL6B/RPS27B/RPS17A/CDC73/RPL6A
0.003496322077807684	RNA localization	d2_d1	-1.3790563701194385	MFT1/SHE3/APQ12/MSN5/NUP188/POM34/STO1/RPS18B/RPS0A/SPT4/NUP60/SOL2/TOM1/RPS28B/RPS19A/HIT1/RPS10B/SSD1/TPM1/LOC1/SUS1/THP2/NUP120/NUP133
0.0033483310203710807	double-strand break repair	d2_d1	-1.3723341993351539	DOA1/NHP10/RAD57/SHU2/RAD54/RAD27/WSS1/MCK1/RAD55/SAE2/RAD5/RAD9/SGS1/MEI5/NUP60/RAD52/RTT107/MTE1/ESC2/RTT109/RAD10/RAD51/ARP8/ADA2/NUP120/LRS4/XRS2/NUP133
0.0010768852432872765	positive regulation of catalytic activity	d2_d1	-1.3581028258997014	PTC6/LAM1/IGO1/ATG5/BLM10/VAC7/RPP2A/RRD2/BEM2/RAD54/GCS1/ROM1/MNN4/VTS1/BFA1/PKH2/NEM1/SAE2/MON1/RRD1/RAD9/RPP1A/DCS1/VAC14/RAD52/CCZ1/MTE1/LRG1/DRN1/BEM4/RPP2B/CCS1/GLO3/RPP1B/SUS1/ARC1/SST2/BEM1/SAC7
0.004275828136683438	DNA recombination	d2_d1	-1.306578140836274	MLH1/SWR1/MSC6/ELG1/MND2/NHP10/RAD57/MFT1/SHU2/RAD54/WSS1/ZIP1/RAD55/SAE2/UPF3/MHF2/NMD2/SGS1/MSC7/MEI5/MHR1/NUC1/SKI8/RAD52/ESC2/RTT109/RAD10/IRC19/MSC1/IES3/RAD51/ARP8/THP2/ADA2/LRS4/XRS2/CDC73/REC104
0.0028657737140340223	nicotinamide nucleotide biosynthetic process	d2_d1	1.9385283221841645	POF1/BNA7/BNA5/BNA4/BNA2/NMA1/NMA2/PNP1/NRK1/YEF1/URH1
0.0028657737140340223	pyridine nucleotide biosynthetic process	d2_d1	1.9385283221841645	POF1/BNA7/BNA5/BNA4/BNA2/NMA1/NMA2/PNP1/NRK1/YEF1/URH1
0.0028657737140340223	NAD metabolic process	d2_d1	1.9385283221841645	POF1/BNA7/BNA5/BNA4/BNA2/NMA1/NMA2/PNP1/NRK1/YEF1/URH1
3.481500295584806e-4	monocarboxylic acid catabolic process	d2_d1	2.1389673361145727	EEB1/MGL2/EHT1/POT1/OAF1/FOX2/DLD2/YDR248C/GOR1/PXP1/TES1/MDH3/IDP3/PXA1/PXA2/DLD1/DCI1/ECI1/YER010C
1e-10	mitochondrial translation	g1_d1	-2.9865472054874607	MRPL11/MDM38/MRPL39/PET122/MRPL15/NAM2/MRP7/MRPL20/DIA4/MRPL38/MRPS5/MRPL23/PET54/MRPL27/MRPL13/PET123/MSW1/QRI5/MHR1/MRPL49/RSM22/MRPL51/MRP49/MRPL17/MST1/MTG1/MRP17/MRPS35/MRPL37/COA3/MRPL8/PET309/MTF2/MSE1/TUF1/MRPL32/MSS51/MSF1/MRPL40
2.3226728793971263e-8	respiratory chain complex IV assembly	g1_d1	-2.404993101342541	COX12/RCF1/PET122/OXA1/COX19/COA2/COX20/COA3/RCF2/PET309/PET100/COA6/SHY1/MSS51
2.3226728793971263e-8	mitochondrial cytochrome c oxidase assembly	g1_d1	-2.404993101342541	COX12/RCF1/PET122/OXA1/COX19/COA2/COX20/COA3/RCF2/PET309/PET100/COA6/SHY1/MSS51
1.897737707835962e-4	mitochondrial RNA processing	g1_d1	-1.980186973087295	QRI7/PET130/PET54/SLM3/MSS116/MNE1
2.820809229900819e-4	respiratory electron transport chain	g1_d1	-1.869827580813639	QCR7/QCR8/AIF1/PSD1/COX8/CYC1/SDH1/RIP1/SDH2/COX6/QCR9/COX9
9.969579452845092e-4	protein insertion into membrane	g1_d1	-1.847293755884587	MRX15/MDY2/PNT1/GET1/MSS2/MGR2/MBA1/SAM37/MDM38/OXA1/BCS1/GET2
9.54596820579933e-4	oxidative phosphorylation	g1_d1	-1.7695979726059936	CYC7/SDH5/NCA3/SHH3/QCR7/COX12/QCR8/AIF1/PSD1/COX8/CYC1/SDH1/RIP1/COX6/QCR9/COX9
5.072702444040381e-4	positive regulation of gene expression	g1_d1	-1.694058800002613	YDL177C/EFT1/BDF2/EFM2/CTK3/DEP1/MBA1/PBP1/PHO23/EFT2/PSD1/MDM38/PET122/RPS9B/CBT1/PET54/PET309/MSS51
1.969054519347308e-4	tRNA metabolic process	g1_d1	-1.6747388758264286	ABP140/SMM1/DTD1/ELP2/TGS1/TRM1/PSP2/ELP4/TCD1/QRI7/TRM7/DEG1/NAM2/ELP3/ARC1/DIA4/PET130/MSW1/MST1/SLM3/PTC1/KTI11/MSE1/MSF1
1e-10	mitochondrial translation	g2_d2	-2.9887077377893285	MRPL37/MRPL27/PET309/MDM38/MRPL13/QRI5/MRPL15/MSE1/RSM22/TUF1/MSS51/COA3/MTF2/MRP49/MRPL11/MBA1/PET122/MRPL32/MRPL17/MST1/MRPS35
1e-10	respiratory chain complex IV assembly	g2_d2	-2.695366487145034	PET309/RCF2/RCF1/SHY1/COX12/MSS51/COA6/COA3/OXA1/COX20/PET100/PET122/COX19
1e-10	mitochondrial cytochrome c oxidase assembly	g2_d2	-2.695366487145034	PET309/RCF2/RCF1/SHY1/COX12/MSS51/COA6/COA3/OXA1/COX20/PET100/PET122/COX19
2.123346200948489e-5	mitochondrial RNA metabolic process	g2_d2	-2.2578086055608	PET127/TRM10/PET130/MTF1/MSE1/SLM3/MSS116/MST1
5.674462970712223e-4	cellular respiration	g2_d2	-1.8284939849197799	MDH1/ICL1/DMO1/COX12/CIT1/CYC1/SDH5/FUM1/NDI1/COQ10/SDH1/KGD2/COX6/IDH1/PPA2
7.318901418410978e-4	ncRNA metabolic process	g2_d2	-1.6216427431028795	TOM1/DUS3/EAF3/PTC1/EFG1/RTT101/RPS14B/SMM1/PSP2/PDL32/RPL17B/TAN1/ISW2/SET2/TRM1/TRM10/ELP2/PET130/CBT1/HCR1/MSE1/REF2/SLM3/YNL040W/RPS6A/NGL2/MSS116/RPL35B/TGS1/TRM7/HIT1/GEP3/MST1
1.5198173658335673e-5	ribosomal large subunit biogenesis	g2_g1	-1.681147047621829	RPL40A/RPL7B/TSR2/RPL33B/HPM1/RPL12A/RPL17B/PUF6/TOM1/RPL37B/RPL11B/LOC1/RPL8A/RPL35B/RPL12B/RPL14A/RPL6A/RPL6B/RRP8/REI1/HIT1
8.358465055998966e-4	positive regulation of macroautophagy	g2_g1	-1.6767832816611423	VPS52/PPH21/VPS51/ATG23/ATG11/RTS1/PPH22
0.0011877856001201786	ribosomal small subunit assembly	g2_g1	-1.6508175173291797	RPS0A/RPS19A/RPS28B/RPS10B/RPS17A/RPS27B
3.92933251210936e-6	mitochondrial translation	g2_g1	-1.6407679450147845	MRP17/MRPL40/MSF1/MDM38/MRPL32/MBA1/MRPL49/MRPL27/MRPL51/TUF1/PET122/DIA4/MRPL15/MRPL11/MRPL38/MRPL4/MSE1/QRI5/MRPS5/MRPL23/NAM2/MST1/MRPS35/MRPL17/RSM22/MRPL13
6.670410566616221e-4	negative regulation of cellular catabolic process	g2_g1	-1.6315914397358855	GTR1/PHO23/SPT4/RPH1/MGA2/KSP1/CBT1/SIC1
1.5845025521402271e-6	rRNA metabolic process	g2_g1	-1.5991110450523884	RPS16A/YCR087C-A/RPS21B/HHT2/RPL7B/TSR2/MRM2/RPS0A/TSR3/HBS1/RPA14/RPL17B/RPS1A/SPT4/TFC3/RTT101/RPS28B/TOM1/RPS7A/RPL37B/CDC73/RPS9B/RPS6B/HCR1/LOC1/RPL8A/GEP3/CBT1/RPL35B/RPS27B/SSZ1/RRP8/PIH1/EFG1/HIT1/ZUO1
1.4719637242400506e-5	rRNA processing	g2_g1	-1.5981982690697938	RPS6A/RPS16A/YCR087C-A/RPS21B/RPL7B/TSR2/MRM2/RPS0A/TSR3/RPL17B/RPS1A/SPT4/RPS28B/TOM1/RPS7A/RPL37B/RPS9B/RPS6B/HCR1/LOC1/RPL8A/GEP3/CBT1/RPL35B/RPS27B/SSZ1/RRP8/PIH1/EFG1/HIT1/ZUO1
0.0037439878337013495	protein insertion into membrane	g2_g1	-1.5978384424459322	MGR2/MDM38/MBA1/OXA1/MSS2/GET2/SAM37
0.0040648297327357625	regulation of protein stability	g2_g1	-1.5951128350889647	PIB1/OCT1/PUF6/ICP55/SOD1/LOC1
0.004396211389866258	regulation of translational fidelity	g2_g1	-1.5931887105426747	HPM1/RPS9B/NAM2/CTK3/SSZ1/ZUO1
0.002622499778594748	positive regulation of transcription elongation by RNA polymerase II	g2_g1	-1.5843287854285333	GIM5/JHD1/SPT4/GIM3/RPH1/CDC73/CCR4/ASF1/POP2
2.351122320997203e-7	ncRNA processing	g2_g1	-1.5681672512514404	RPL7B/SAP190/TSR2/RTT10/MRM2/RPS0A/TSR3/ATS1/RPL17B/RPS1A/SPT4/ELP3/TAN1/UBA4/ELP4/ELP2/KTI12/NCS2/RPS28B/TOM1/RPS7A/RPL37B/TRM7/RPS9B/RPS6B/HCR1/REF2/DEG1/QRI7/TGS1/LOC1/RPL8A/SLM3/GEP3/CBT1/ELP6/RPL35B/RPS27B/SSZ1/RRP8/PIH1/EFG1/HIT1/ZUO1
0.002373558823374252	mitochondrial genome maintenance	g2_g1	-1.567353260983897	MRPL51/RAD51/CRD1/RAD52/ILM1/GGC1/MDM34
0.002719095488923288	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	g2_g1	-1.5662734284248907	RPS18B/RPS6A/RPS16A/RPS21B/TSR2/RPS0A/RPS1A/TOM1/RPS9B/RPS6B/HCR1/LOC1/RPS27B/EFG1
0.002978215833234886	inner mitochondrial membrane organization	g2_g1	-1.558789370642022	ATP20/MIC19/MGR2/MIC27/MBA1/OXA1/SHE9
9.308331836074753e-4	protein-DNA complex assembly	g2_g1	-1.5560015899893185	CHL4/SKI8/CSE2/HHO1/FPR4/CAC2/RAD55/RAD57/RAD51/RAD52/BUB1/SHU2/HTB2/ASF1/DAL81
0.004139757243350867	carbon catabolite regulation of transcription	g2_g1	-1.537983762747009	VPS25/VPS36/SRB8/CST6
0.0016060753312940514	internal protein amino acid acetylation	g2_g1	-1.5332862286814735	FUN19/SPT8/SAS4/SET2/ACS1/SGF29/PHO23/ELP3/NUT1/EAF7/ADA2/NGG1/ASF1/ARD1/RTT109
0.0016060753312940514	histone acetylation	g2_g1	-1.5332862286814735	FUN19/SPT8/SAS4/SET2/ACS1/SGF29/PHO23/ELP3/NUT1/EAF7/ADA2/NGG1/ASF1/ARD1/RTT109
0.0016060753312940514	internal peptidyl-lysine acetylation	g2_g1	-1.5332862286814735	FUN19/SPT8/SAS4/SET2/ACS1/SGF29/PHO23/ELP3/NUT1/EAF7/ADA2/NGG1/ASF1/ARD1/RTT109
0.0016060753312940514	peptidyl-lysine acetylation	g2_g1	-1.5332862286814735	FUN19/SPT8/SAS4/SET2/ACS1/SGF29/PHO23/ELP3/NUT1/EAF7/ADA2/NGG1/ASF1/ARD1/RTT109
5.937146291223989e-4	RNA modification	g2_g1	-1.4771801614830709	SAP190/RTT10/MRM2/TSR3/KAR4/ATS1/ELP3/TAN1/UBA4/ELP4/ELP2/KTI12/NCS2/TRM7/DEG1/QRI7/TGS1/SLM3/ELP6/RRP8
6.213287222263999e-4	tRNA metabolic process	g2_g1	-1.4689800095732652	SAP190/RTT10/ATS1/MSF1/ELP3/TAN1/UBA4/ELP4/ELP2/KTI12/NCS2/DIA4/TRM7/MSE1/ARC1/DEG1/QRI7/TGS1/NAM2/SLM3/MST1/ELP6
0.004160357102662798	nucleus organization	g2_g1	-1.4414679331913554	NEM1/KAR4/CSM1/PHO23/BIK1/APQ12/TOM1/TGS1/ADA2/DEP1/CTI6/LRS4/CIK1
5.638361595486367e-4	regulation of translation	g2_g1	-1.413778171537986	EDC3/MSS116/IGO1/ITT1/PSK2/PET309/MSS51/STM1/PUF3/TIF1/RRT2/EFT2/COA3/PSK1/SSD1/RPL16A/VTS1/DPH5/HPM1/DBP1/HBS1/PPH21/UPF3/DPH2/PUF6/MDM38/MBA1/AEP1/GUF1/PKH2/SRO9/PET122/RPS28B/DCS1/RPS9B/KSP1/CCR4/LOC1/MRPL23/MRN1/PPH22/LSM1/CTK3/POP2/RPL16B
0.004143665599743389	protein targeting to vacuole	g2_g1	-1.4060897824311207	ATG1/DID2/BSD2/COG8/COG6/ATG18/ATG34/PEP4/ATG9/APM3/ATG21/VPS71/VPS8/VPS70/VPS63/ATG5/VPS30/MON1/GLN3/VPS68/MON2/VPS51/PHO23/VPS27/ATG20/STP22/YPT7/VAC8/VPS25/VPS1/ATG23/ATG11/VPS36/ATG14/SFL1/CCZ1
0.002351743152040388	positive regulation of protein metabolic process	g2_g1	-1.3997661582267489	BLM10/NPR2/IGO1/ITT1/RPN13/PET309/STE20/MSS51/FUN19/PUF3/SPO16/RPP2A/EFT2/SET2/DUF1/HPM1/MCX1/HBS1/UPF3/UFD2/LAM1/MDM38/MBA1/RPP1B/GUF1/PKH2/PET122/RPP2B/TOM1/CDC73/ATG11/RPS9B/ESC2/ELM1/ADA2/CTK3/ASF1
9.480305305988396e-4	negative regulation of gene expression	g2_g1	-1.3713267094469193	COA3/SKI8/SSD1/RPL16A/HDA2/FRE2/DPB4/VTS1/HBS1/UPF3/STO1/PUF6/PHO23/MGA2/PKH2/RMD9/RPS28B/NMD2/DCS1/PUB1/ESC2/CCR4/ADA2/LOC1/MRPL23/DEP1/CTI6/LSM1/NUP120/CBT1/LRS4/ASF1/POP2/RPL16B/NUP133
9.480305305988396e-4	protein targeting	g2_g1	-1.3634384065385043	COG8/COG6/ATG18/PEX3/ATG34/MDH2/PEX12/PEX2/PEP4/ICE2/PEX1/ATG9/APM3/DJP1/MSP1/ATG21/SSA4/VPS71/VPS8/VPS70/SSA1/PEX13/TOM6/VPS63/BTT1/IMP1/ATG5/PEX8/VPS30/MON1/ERF2/GLN3/OCT1/PFA3/MCX1/PEX18/VPS68/MON2/VPS51/MGR2/PHO23/VPS27/ATG20/STP22/YPT7/VAC8/OXA1/PEX10/VPS25/VPS1/ATG23/ATG11/VPS36/ATG14/SFL1/CRD1/CCZ1/SAM37
0.0032373377705498317	chromosome organization	g2_g1	-1.275686440159471	IES5/SAE2/DMA1/ELG1/MRC1/CLB1/IES4/STM1/HRQ1/BIM1/RIF2/SUS1/SLX8/SPO16/ACL4/MSH2/SPO13/GMC1/CHL4/RRM3/RAD5/RAD27/HOP1/FIN1/RAD14/HHO1/SWD3/RAD61/EST3/CSM1/RAD57/BIK1/SGS1/RAD18/RAD51/CTF8/ARP8/CIN8/ESC2/RTS1/RTG2/RAD52/TGS1/XRS2/BUB1/IES3/SHU2/NUP120/SLX5/LRS4/RTT109/NUP133
0.00405274722825956	negative regulation of macromolecule biosynthetic process	g2_g1	-1.2707700859824302	TDA9/MKS1/YOX1/WTM2/HAC1/SET2/YCR087C-A/COA3/PSK1/SSD1/RPL16A/CUP9/CSE2/HDA2/VTS1/GLN3/PUF6/PHO23/SPT4/RPH1/PKH2/VPS25/RPS28B/UME6/DCS1/VPS36/SFL1/KNS1/CCR4/PHO2/LOC1/MRPL23/DEP1/SRB8/LSM1/NUP120/FYV5/POP2/RPL16B/MED1/NUP133
0.004439774302246659	cellular lipid catabolic process	g2_g1	1.667349085707273	TGL4/MGL2/YPC1/PLB1/YJU3/NTE1/POT1/OAF1/SPO1/TES1/PXP1/PLC1/EHT1
