sys_name	syn	std_name
YGR264C	YGR264C	MES1
YGR265W	YGR265W	NA
YGR266W	YGR266W	NA
YGR267C	FOL2	FOL2
YGR267C	YGR267C	FOL2
YGR268C	HUA1	HUA1
YGR268C	YGR268C	HUA1
YGR269W	YGR269W	NA
YGR270W	YGR270W	YTA7
YGR270W	YTA7	YTA7
YGR271W	SLH1	SLH1
YGR271W	YGR271W	SLH1
YGR272C	YGR272C	NA
YGR273C	YGR273C	NA
YGR274C	TAF1	TAF1
YGR274C	YGR274C	TAF1
YGR275W	RTT102	RTT102
YGR275W	YGR275W	RTT102
YGR276C	RNH70	RNH70
YGR276C	YGR276C	RNH70
YGR277C	CAB4	CAB4
YGR277C	YGR277C	CAB4
YGR278W	CWC22	CWC22
YGR278W	YGR278W	CWC22
YGR279C	SCW4	SCW4
YGR279C	YGR279C	SCW4
YGR280C	PXR1	PXR1
YGR280C	YGR280C	PXR1
YGR281W	YGR281W	YOR1
YGR281W	YOR1	YOR1
YGR282C	BGL2	BGL2
YGR282C	YGR282C	BGL2
YGR283C	UPA1	UPA1
YGR283C	YGR283C	UPA1
YGR284C	ERV29	ERV29
YGR284C	YGR284C	ERV29
YGR285C	YGR285C	ZUO1
YGR285C	ZUO1	ZUO1
YGR286C	BIO2	BIO2
YGR286C	YGR286C	BIO2
YGR287C	IMA1	IMA1
YGR287C	YGR287C	IMA1
YGR288W	MAL13	MAL13
YGR288W	YGR288W	MAL13
YGR289C	MAL11	MAL11
YGR289C	YGR289C	MAL11
YGR290W	YGR290W	NA
YGR291C	YGR291C	NA
YGR292W	MAL12	MAL12
YGR292W	YGR292W	MAL12
YGR294W	PAU12	PAU12
YGR295C	COS6	COS6
YGR295C	YGR295C	COS6
YGR296W	YRF1-3	YRF1-3
YHR001W-A	QCR10	QCR10
YHR001W-A	YHR001W-A	QCR10
YHR005C-A	TIM10	TIM10
YHR005C-A	YHR005C-A	TIM10
YHR021W-A	ECM12	ECM12
YHR021W-A	YHR021W-A	ECM12
YHR049C-A	YHR049C-A	NA
YHR139C-A	YHR139C-A	NA
YIL014C-A	YIL014C-A	NA
YIL014C-A	YIL015C-A	NA
YJL001W	PRE3	PRE3
YJL001W	YJL001W	PRE3
YJL002C	OST1	OST1
YJL002C	YJL002C	OST1
YJL003W	COX16	COX16
YJL003W	YJL003W	COX16
YJL004C	SYS1	SYS1
YJL004C	YJL004C	SYS1
YJL005W	CYR1	CYR1
YJL005W	YJL005W	CYR1
YJL006C	CTK2	CTK2
YJL006C	YJL006C	CTK2
YJL007C	YJL007C	NA
YJL008C	CCT8	CCT8
YJL008C	YJL008C	CCT8
YJL009W	YJL009W	NA
YJL010C	NOP9	NOP9
YJL010C	YJL010C	NOP9
YJL011C	RPC17	RPC17
YJL011C	YJL011C	RPC17
YJL012C	VTC4	VTC4
YJL012C	YJL012C	VTC4
YJL013C	MAD3	MAD3
YJL013C	YJL013C	MAD3
YJL014W	CCT3	CCT3
YJL014W	YJL014W	CCT3
YJL015C	YJL015C	NA
YJL016W	TPH3	TPH3
YJL016W	YJL016W	TPH3
YJL017W	YJL017W	NA
YJL018W	YJL018W	NA
YJL019W	MPS3	MPS3
YJL019W	YJL019W	MPS3
YJL020C	BBC1	BBC1
YJL020C	YJL020C	BBC1
YJL021C	YJL021C	NA
YJL022W	YJL022W	NA
YJL023C	PET130	PET130
YJL023C	YJL023C	PET130
YJL024C	APS3	APS3
YJL024C	YJL024C	APS3
YJL025W	RRN7	RRN7
YJL025W	YJL025W	RRN7
YJL026W	RNR2	RNR2
YJL026W	YJL026W	RNR2
YJL027C	YJL027C	NA
YJL028W	YJL028W	NA
YJL029C	VPS53	VPS53
YJL029C	YJL029C	VPS53
YJL030W	MAD2	MAD2
YJL030W	YJL030W	MAD2
YJL031C	BET4	BET4
YJL031C	YJL031C	BET4
YJL032W	YJL032W	NA
YJL033W	HCA4	HCA4
YJL033W	YJL033W	HCA4
YJL034W	KAR2	KAR2
YJL034W	YJL034W	KAR2
YJL035C	TAD2	TAD2
YJL035C	YJL035C	TAD2
YJL036W	SNX4	SNX4
YJL036W	YJL036W	SNX4
YJL037W	IRC18	IRC18
YJL037W	YJL037W	IRC18
YJL038C	LOH1	LOH1
YJL038C	YJL038C	LOH1
YJL039C	NUP192	NUP192
YJL039C	YJL039C	NUP192
YJL041W	NSP1	NSP1
YJL041W	YJL041W	NSP1
YJL042W	MHP1	MHP1
YJL042W	YJL042W	MHP1
YJL043W	YJL043W	NA
YJL044C	GYP6	GYP6
YJL044C	YJL044C	GYP6
YJL045W	SDH9	SDH9
YJL045W	YJL045W	SDH9
YJL046W	AIM22	AIM22
YJL046W	YJL046W	AIM22
YJL047C	RTT101	RTT101
YJL047C	YJL047C	RTT101
YJL048C	UBX6	UBX6
YJL048C	YJL048C	UBX6
YJL049W	CHM7	CHM7
YJL049W	YJL049W	CHM7
YJL050W	MTR4	MTR4
YJL050W	YJL050W	MTR4
YJL051W	IRC8	IRC8
YJL051W	YJL051W	IRC8
YJL052W	TDH1	TDH1
YJL052W	YJL052W	TDH1
YJL053W	PEP8	PEP8
YJL053W	YJL053W	PEP8
YJL054W	TIM54	TIM54
YJL054W	YJL054W	TIM54
YJL055W	LOG1	LOG1
YJL055W	YJL055W	LOG1
YJL056C	YJL056C	ZAP1
YJL056C	ZAP1	ZAP1
YJL057C	IKS1	IKS1
YJL057C	YJL057C	IKS1
YJL058C	BIT61	BIT61
YJL058C	YJL058C	BIT61
YJL059W	YHC3	YHC3
YJL059W	YJL059W	YHC3
YJL060W	BNA3	BNA3
YJL060W	YJL060W	BNA3
YJL061W	NUP82	NUP82
YJL061W	YJL061W	NUP82
YJL062W	LAS21	LAS21
YJL062W	YJL062W	LAS21
YJL063C	MRPL8	MRPL8
YJL063C	YJL063C	MRPL8
YJL064W	YJL064W	NA
YJL065C	DLS1	DLS1
YJL065C	YJL065C	DLS1
YJL066C	MPM1	MPM1
YJL066C	YJL066C	MPM1
YJL067W	YJL067W	NA
YJL068C	YJL068C	NA
YJL069C	UTP18	UTP18
YJL069C	YJL069C	UTP18
YJL070C	YJL070C	NA
YJL071W	ARG2	ARG2
YJL071W	YJL071W	ARG2
YJL072C	PSF2	PSF2
YJL072C	YJL072C	PSF2
YJL073W	JEM1	JEM1
YJL073W	YJL073W	JEM1
YJL074C	SMC3	SMC3
YJL074C	YJL074C	SMC3
YJL075C	APQ13	APQ13
YJL075C	YJL075C	APQ13
YJL076W	NET1	NET1
YJL076W	YJL076W	NET1
YJL077C	ICS3	ICS3
YJL077C	YJL077C	ICS3
YJL078C	PRY3	PRY3
YJL078C	YJL078C	PRY3
YJL079C	PRY1	PRY1
YJL079C	YJL079C	PRY1
YJL080C	SCP160	SCP160
YJL080C	YJL080C	SCP160
YJL081C	ARP4	ARP4
YJL081C	YJL081C	ARP4
YJL082W	IML2	IML2
YJL082W	YJL082W	IML2
YJL083W	TAX4	TAX4
YJL083W	YJL083W	TAX4
YJL084C	ALY2	ALY2
YJL084C	YJL084C	ALY2
YJL085W	EXO70	EXO70
YJL085W	YJL085W	EXO70
YJL086C	YJL086C	NA
YJL087C	TRL1	TRL1
YJL087C	YJL087C	TRL1
YJL088W	ARG3	ARG3
YJL088W	YJL088W	ARG3
YJL089W	SIP4	SIP4
YJL089W	YJL089W	SIP4
YJL090C	DPB11	DPB11
YJL090C	YJL090C	DPB11
YJL091C	GWT1	GWT1
YJL091C	YJL091C	GWT1
YJL092W	SRS2	SRS2
YJL092W	YJL092W	SRS2
YJL093C	TOK1	TOK1
YJL093C	YJL093C	TOK1
YJL094C	KHA1	KHA1
YJL094C	YJL094C	KHA1
YJL095W	BCK1	BCK1
YJL095W	YJL095W	BCK1
YJL096W	MRPL49	MRPL49
YJL096W	YJL096W	MRPL49
YJL097W	PHS1	PHS1
YJL097W	YJL097W	PHS1
YJL098W	SAP185	SAP185
YJL098W	YJL098W	SAP185
YJL099W	CHS6	CHS6
YJL099W	YJL099W	CHS6
YJL100W	LSB6	LSB6
YJL100W	YJL100W	LSB6
YJL101C	GSH1	GSH1
YJL101C	YJL101C	GSH1
YJL102W	MEF2	MEF2
YJL102W	YJL102W	MEF2
YJL103C	GSM1	GSM1
YJL103C	YJL103C	GSM1
YJL104W	PAM16	PAM16
YJL104W	YJL104W	PAM16
YJL105W	SET4	SET4
YJL105W	YJL105W	SET4
YJL106W	IME2	IME2
YJL106W	YJL106W	IME2
YJL107C	YJL107C	NA
YJL108C	PRM10	PRM10
YJL108C	YJL108C	PRM10
YJL109C	UTP10	UTP10
YJL109C	YJL109C	UTP10
YJL110C	GZF3	GZF3
YJL110C	YJL110C	GZF3
YJL111W	CCT7	CCT7
YJL111W	YJL111W	CCT7
YJL112W	MDV1	MDV1
YJL112W	YJL112W	MDV1
YJL115W	ASF1	ASF1
YJL115W	YJL115W	ASF1
YJL116C	NCA3	NCA3
YJL116C	YJL116C	NCA3
YJL117W	PHO86	PHO86
YJL117W	YJL117W	PHO86
YJL118W	YJL118W	NA
YJL119C	YJL119C	NA
YJL120W	YJL120W	NA
YJL121C	RPE1	RPE1
YJL121C	YJL121C	RPE1
YJL122W	ALB1	ALB1
YJL122W	YJL122W	ALB1
YJL123C	MTC1	MTC1
YJL123C	YJL123C	MTC1
YJL124C	LSM1	LSM1
YJL124C	YJL124C	LSM1
YJL125C	GCD14	GCD14
YJL125C	YJL125C	GCD14
YJL126W	NIT2	NIT2
YJL126W	YJL126W	NIT2
YJL127C	SPT10	SPT10
YJL127C	YJL127C	SPT10
YJL128C	PBS2	PBS2
YJL128C	YJL128C	PBS2
YJL129C	TRK1	TRK1
YJL129C	YJL129C	TRK1
YJL130C	URA2	URA2
YJL130C	YJL130C	URA2
YJL131C	AIM23	AIM23
YJL131C	YJL131C	AIM23
YJL132W	YJL132W	NA
YJL133W	MRS3	MRS3
YJL133W	YJL133W	MRS3
YJL134W	LCB3	LCB3
YJL134W	YJL134W	LCB3
YJL135W	YJL135W	NA
YJL136C	RPS21B	RPS21B
YJL136C	YJL136C	RPS21B
YJL137C	GLG2	GLG2
YJL137C	YJL137C	GLG2
YJL138C	TIF2	TIF2
YJL138C	YJL138C	TIF2
YJL139C	YJL139C	YUR1
YJL139C	YUR1	YUR1
YJL140W	RPB4	RPB4
YJL140W	YJL140W	RPB4
YJL141C	YAK1	YAK1
YJL141C	YJL141C	YAK1
YJL142C	IRC9	IRC9
YJL142C	YJL142C	IRC9
YJL143W	TIM17	TIM17
YJL143W	YJL143W	TIM17
YJL144W	ROQ1	ROQ1
YJL144W	YJL144W	ROQ1
YJL145W	SFH5	SFH5
YJL145W	YJL145W	SFH5
YJL146W	IDS2	IDS2
YJL146W	YJL146W	IDS2
YJL147C	SMT1	SMT1
YJL147C	YJL147C	SMT1
YJL148W	RPA34	RPA34
YJL148W	YJL148W	RPA34
YJL149W	DAS1	DAS1
YJL149W	YJL149W	DAS1
YJL150W	YJL150W	NA
YJL151C	SNA3	SNA3
YJL151C	YJL151C	SNA3
YJL152W	YJL152W	NA
YJL153C	INO1	INO1
YJL153C	YJL153C	INO1
YJL154C	VPS35	VPS35
YJL154C	YJL154C	VPS35
YJL155C	FBP26	FBP26
YJL155C	YJL155C	FBP26
YJL156C	SSY5	SSY5
YJL156C	YJL156C	SSY5
YJL157C	FAR1	FAR1
YJL157C	YJL157C	FAR1
YJL158C	CIS3	CIS3
YJL158C	YJL158C	CIS3
YJL159W	HSP150	HSP150
YJL159W	YJL159W	HSP150
YJL160C	PIR5	PIR5
YJL160C	YJL160C	PIR5
YJL161W	FMP33	FMP33
YJL161W	YJL161W	FMP33
YJL162C	JJJ2	JJJ2
YJL162C	YJL162C	JJJ2
YJL163C	YJL163C	NA
YJL164C	TPK1	TPK1
YJL164C	YJL164C	TPK1
YJL165C	HAL5	HAL5
YJL165C	YJL165C	HAL5
YJL166W	QCR8	QCR8
YJL166W	YJL166W	QCR8
YJL167W	ERG20	ERG20
YJL167W	YJL167W	ERG20
YJL168C	SET2	SET2
YJL168C	YJL168C	SET2
YJL169W	YJL169W	NA
YJL170C	ASG7	ASG7
YJL170C	YJL170C	ASG7
YJL171C	TOH1	TOH1
YJL171C	YJL171C	TOH1
YJL172W	CPS1	CPS1
YJL172W	YJL172W	CPS1
YJL173C	RFA3	RFA3
YJL173C	YJL173C	RFA3
YJL174W	KRE9	KRE9
YJL174W	YJL174W	KRE9
YJL175W	YJL175W	NA
YJL176C	SWI3	SWI3
YJL176C	YJL176C	SWI3
YJL177W	RPL17B	RPL17B
YJL177W	YJL177W	RPL17B
YJL178C	ATG27	ATG27
YJL178C	YJL178C	ATG27
YJL179W	PFD1	PFD1
YJL179W	YJL179W	PFD1
YJL180C	ATP12	ATP12
YJL180C	YJL180C	ATP12
YJL181W	YJL181W	RBH1
YJL182C	YJL182C	NA
YJL183W	MNN11	MNN11
YJL183W	YJL183W	MNN11
YJL184W	GON7	GON7
YJL184W	YJL184W	GON7
YJL185C	ATG36	ATG36
YJL185C	YJL185C	ATG36
YJL186W	MNN5	MNN5
YJL186W	YJL186W	MNN5
YJL187C	SWE1	SWE1
YJL187C	YJL187C	SWE1
YJL188C	BUD19	BUD19
YJL188C	YJL188C	BUD19
YJL189W	RPL39	RPL39
YJL189W	YJL189W	RPL39
YJL190C	RPS22A	RPS22A
YJL190C	YJL190C	RPS22A
YJL191W	RPS14B	RPS14B
YJL191W	YJL191W	RPS14B
YJL192C	SOP4	SOP4
YJL192C	YJL192C	SOP4
YJL193W	YJL193W	NA
YJL194W	CDC6	CDC6
YJL194W	YJL194W	CDC6
YJL195C	YJL195C	NA
YJL196C	ELO1	ELO1
YJL196C	YJL196C	ELO1
YJL197W	UBP12	UBP12
YJL197W	YJL197W	UBP12
YJL198W	PHO90	PHO90
YJL198W	YJL198W	PHO90
YJL199C	MBB1	MBB1
YJL199C	YJL199C	MBB1
YJL200C	ACO2	ACO2
YJL200C	YJL200C	ACO2
YJL201W	ECM25	ECM25
YJL201W	YJL201W	ECM25
YJL202C	YJL202C	NA
YJL203W	PRP21	PRP21
YJL203W	YJL203W	PRP21
YJL204C	RCY1	RCY1
YJL204C	YJL204C	RCY1
YJL206C	YJL206C	NA
YJL205C	NCE101	NCE101
YJL205C	YJL206C-A	NCE101
YJL207C	LAA1	LAA1
YJL207C	YJL207C	LAA1
YJL208C	NUC1	NUC1
YJL208C	YJL208C	NUC1
YJL209W	CBP1	CBP1
YJL209W	YJL209W	CBP1
YJL210W	PEX2	PEX2
YJL210W	YJL210W	PEX2
YJL211C	YJL211C	NA
YJL212C	OPT1	OPT1
YJL212C	YJL212C	OPT1
YJL213W	YJL213W	NA
YJL214W	HXT8	HXT8
YJL214W	YJL214W	HXT8
YJL215C	YJL215C	NA
YJL216C	IMA5	IMA5
YJL216C	YJL216C	IMA5
YJL217W	REE1	REE1
YJL217W	YJL217W	REE1
YJL218W	YJL218W	NA
YJL219W	HXT9	HXT9
YJL221C	IMA4	IMA4
YJL222W	VTH2	VTH2
YJL223C	PAU1	PAU1
YJR001W	AVT1	AVT1
YJR001W	YJR001W	AVT1
YJR002W	MPP10	MPP10
YJR002W	YJR002W	MPP10
YJR003C	MRX12	MRX12
YJR003C	YJR003C	MRX12
YJR004C	SAG1	SAG1
YJR004C	YJR004C	SAG1
YJR005W	APL1	APL1
YJR005W	YJR005W	APL1
YJR006W	POL31	POL31
YJR006W	YJR006W	POL31
YJR007W	SUI2	SUI2
YJR007W	YJR007W	SUI2
YJR008W	MHO1	MHO1
YJR008W	YJR008W	MHO1
YJR009C	TDH2	TDH2
YJR009C	YJR009C	TDH2
YJR010C-A	SPC1	SPC1
YJR010C-A	YJR010C-A	SPC1
YJR010W	MET3	MET3
YJR010W	YJR010W	MET3
YJR011C	CAL4	CAL4
YJR011C	YJR011C	CAL4
YJR012C	YJR012C	NA
YJR013W	GPI14	GPI14
YJR013W	YJR013W	GPI14
YJR014W	TMA22	TMA22
YJR014W	YJR014W	TMA22
YJR015W	YJR015W	NA
YJR016C	ILV3	ILV3
YJR016C	YJR016C	ILV3
YJR017C	ESS1	ESS1
YJR017C	YJR017C	ESS1
YJR018W	YJR018W	NA
YJR019C	TES1	TES1
YJR019C	YJR019C	TES1
YJR020W	YJR020W	NA
YJR021C	REC107	REC107
YJR021C	YJR021C	REC107
YJR022W	LSM8	LSM8
YJR022W	YJR022W	LSM8
YJR023C	YJR023C	NA
YJR024C	MDE1	MDE1
YJR024C	YJR024C	MDE1
YJR025C	BNA1	BNA1
YJR025C	YJR025C	BNA1
YJR026W	YJR026W	NA
YJR030C	YJR030C	RBH2
YJR031C	GEA1	GEA1
YJR031C	YJR031C	GEA1
YJR032W	CPR7	CPR7
YJR032W	YJR032W	CPR7
YJR033C	RAV1	RAV1
YJR033C	YJR033C	RAV1
YJR034W	PET191	PET191
YJR034W	YJR034W	PET191
YJR035W	RAD26	RAD26
YJR035W	YJR035W	RAD26
YJR036C	HUL4	HUL4
YJR036C	YJR036C	HUL4
YJR037W	YJR037W	NA
YJR038C	YJR038C	NA
YJR039W	MLO127	MLO127
YJR039W	YJR039W	MLO127
YJR040W	GEF1	GEF1
YJR040W	YJR040W	GEF1
YJR041C	URB2	URB2
YJR041C	YJR041C	URB2
YJR042W	NUP85	NUP85
YJR042W	YJR042W	NUP85
YJR043C	POL32	POL32
YJR043C	YJR043C	POL32
YJR044C	VPS55	VPS55
YJR044C	YJR044C	VPS55
YJR045C	SSC1	SSC1
YJR045C	YJR045C	SSC1
YJR046W	TAH11	TAH11
YJR046W	YJR046W	TAH11
YJR047C	ANB1	ANB1
YJR047C	YJR047C	ANB1
YJR048W	CYC1	CYC1
YJR048W	YJR048W	CYC1
YJR049C	UTR1	UTR1
YJR049C	YJR049C	UTR1
YJR050W	ISY1	ISY1
YJR050W	YJR050W	ISY1
YJR051W	OSM1	OSM1
YJR051W	YJR051W	OSM1
YJR052W	RAD7	RAD7
YJR052W	YJR052W	RAD7
YJR053W	BFA1	BFA1
YJR053W	YJR053W	BFA1
YJR054W	KCH1	KCH1
YJR054W	YJR054W	KCH1
YJR055W	HIT1	HIT1
YJR055W	YJR055W	HIT1
YJR056C	YJR056C	NA
YJR057W	CDC8	CDC8
YJR057W	YJR057W	CDC8
YJR058C	APS2	APS2
YJR058C	YJR058C	APS2
YJR059W	PTK2	PTK2
YJR059W	YJR059W	PTK2
YJR060W	CBF1	CBF1
YJR060W	YJR060W	CBF1
YJR061W	MNN14	MNN14
YJR061W	YJR061W	MNN14
YJR062C	NTA1	NTA1
YJR062C	YJR062C	NTA1
YJR063W	RPA12	RPA12
YJR063W	YJR063W	RPA12
YJR064W	CCT5	CCT5
YJR064W	YJR064W	CCT5
YJR065C	ARP3	ARP3
YJR065C	YJR065C	ARP3
YJR066W	TOR1	TOR1
YJR066W	YJR066W	TOR1
YJR067C	YAE1	YAE1
YJR067C	YJR067C	YAE1
YJR068W	RFC2	RFC2
YJR068W	YJR068W	RFC2
YJR069C	HAM1	HAM1
YJR069C	YJR069C	HAM1
YJR070C	LIA1	LIA1
YJR070C	YJR070C	LIA1
YJR072C	NPA3	NPA3
YJR072C	YJR072C	NPA3
YJR073C	OPI3	OPI3
YJR073C	YJR073C	OPI3
YJR074W	MOG1	MOG1
YJR074W	YJR074W	MOG1
YJR075W	HOC1	HOC1
YJR075W	YJR075W	HOC1
YJR076C	CDC11	CDC11
YJR076C	YJR076C	CDC11
YJR077C	MIR1	MIR1
YJR077C	YJR077C	MIR1
YJR078W	BNA2	BNA2
YJR078W	YJR078W	BNA2
YJR079W	YJR079W	NA
YJR080C	AIM24	AIM24
YJR080C	YJR080C	AIM24
YJR082C	EAF6	EAF6
YJR082C	YJR082C	EAF6
YJR083C	ACF4	ACF4
YJR083C	YJR083C	ACF4
YJR084W	YJR084W	NA
YJR085C	TMH11	TMH11
YJR085C	YJR085C	TMH11
YJR086W	STE18	STE18
YJR086W	YJR086W	STE18
YJR087W	YJR087W	NA
YJR088C	EMC2	EMC2
YJR088C	YJR088C	EMC2
YJR089W	BIR1	BIR1
YJR089W	YJR089W	BIR1
YJR090C	GRR1	GRR1
YJR090C	YJR090C	GRR1
YJR091C	JSN1	JSN1
YJR091C	YJR091C	JSN1
YJR092W	BUD4	BUD4
YJR092W	YJR092W	BUD4
YJR093C	FIP1	FIP1
YJR093C	YJR093C	FIP1
YJR094C	IME1	IME1
YJR094C	YJR094C	IME1
YJR094W-A	RPL43B	RPL43B
YJR094W-A	YJR094W-A	RPL43B
YJR095W	SFC1	SFC1
YJR095W	YJR095W	SFC1
YJR096W	YJR096W	NA
YJR097W	JJJ3	JJJ3
YJR097W	YJR097W	JJJ3
YJR098C	YJR098C	NA
YJR099W	YJR099W	YUH1
YJR099W	YUH1	YUH1
YJR100C	AIM25	AIM25
YJR100C	YJR100C	AIM25
YJR101W	RSM26	RSM26
YJR101W	YJR101W	RSM26
YJR102C	VPS25	VPS25
YJR102C	YJR102C	VPS25
YJR103W	URA8	URA8
YJR103W	YJR103W	URA8
YJR104C	SOD1	SOD1
YJR104C	YJR104C	SOD1
YJR105W	ADO1	ADO1
YJR105W	YJR105W	ADO1
YJR106W	ECM27	ECM27
YJR106W	YJR106W	ECM27
YJR107W	LIH1	LIH1
YJR107W	YJR107W	LIH1
YJR108W	ABM1	ABM1
YJR108W	YJR108W	ABM1
YJR109C	CPA2	CPA2
YJR109C	YJR109C	CPA2
YJR110W	YJR110W	YMR1
YJR110W	YMR1	YMR1
YJR111C	PXP2	PXP2
YJR111C	YJR111C	PXP2
YJR112W	NNF1	NNF1
YJR112W	YJR112W	NNF1
YJR113C	RSM7	RSM7
YJR113C	YJR113C	RSM7
YJR114W	YJR114W	NA
YJR115W	YJR115W	NA
YJR116W	TDA4	TDA4
YJR116W	YJR116W	TDA4
YJR117W	STE24	STE24
YJR117W	YJR117W	STE24
YJR118C	ILM1	ILM1
YJR118C	YJR118C	ILM1
YJR119C	JHD2	JHD2
YJR119C	YJR119C	JHD2
YJR120W	DMO1	DMO1
YJR120W	YJR120W	DMO1
YJR121W	ATP2	ATP2
YJR121W	YJR121W	ATP2
YJR122W	IBA57	IBA57
YJR122W	YJR122W	IBA57
YJR123W	RPS5	RPS5
YJR123W	YJR123W	RPS5
YJR124C	YJR124C	NA
YJR125C	ENT3	ENT3
YJR125C	YJR125C	ENT3
YJR126C	VPS70	VPS70
YJR126C	YJR126C	VPS70
YJR127C	RSF2	RSF2
YJR127C	YJR127C	RSF2
YJR128W	YJR128W	NA
YJR129C	EFM3	EFM3
YJR129C	YJR129C	EFM3
YJR130C	STR2	STR2
YJR130C	YJR130C	STR2
YJR131W	MNS1	MNS1
YJR131W	YJR131W	MNS1
YJR132W	NMD5	NMD5
YJR133W	XPT1	XPT1
YJR133W	YJR133W	XPT1
YJR134C	SGM1	SGM1
YJR134C	YJR134C	SGM1
YJR135C	MCM22	MCM22
YJR135C	YJR135C	MCM22
YJR136C	TTI2	TTI2
YJR137C	MET5	MET5
YJR137C	YJR137C	MET5
YJR138W	IML1	IML1
YJR139C	HOM6	HOM6
YJR139C	YJR139C	HOM6
YJR140C	HIR3	HIR3
YJR140C	YJR140C	HIR3
YJR141W	IPA1	IPA1
YJR141W	YJR141W	IPA1
YJR142W	YJR142W	NA
YJR143C	PMT4	PMT4
YJR143C	YJR143C	PMT4
YJR144W	MGM101	MGM101
YJR144W	YJR144W	MGM101
YJR145C	RPS4A	RPS4A
YJR145C	YJR145C	RPS4A
YJR146W	YJR146W	NA
YJR147W	HMS2	HMS2
YJR147W	YJR147W	HMS2
YJR148W	BAT2	BAT2
YJR148W	YJR148W	BAT2
YJR149W	YJR149W	NA
YJR150C	DAN1	DAN1
YJR150C	YJR150C	DAN1
YJR151C	DAN4	DAN4
YJR151C	YJR151C	DAN4
YJR152W	DAL5	DAL5
YJR152W	YJR152W	DAL5
YJR153W	PGU1	PGU1
YJR153W	YJR153W	PGU1
YJR154W	YJR154W	NA
YJR155W	AAD10	AAD10
YJR156C	THI11	THI11
YJR158W	HXT16	HXT16
YJR159W	SOR1	SOR1
YJR160C	MPH3	MPH3
YJR161C	COS5	COS5
YLL001W	DNM1	DNM1
YLL001W	YLL001W	DNM1
YLL002W	RTT109	RTT109
YLL002W	YLL002W	RTT109
YLL003W	SFI1	SFI1
YLL003W	YLL003W	SFI1
YLL004W	ORC3	ORC3
YLL004W	YLL004W	ORC3
YLL005C	SPO75	SPO75
YLL005C	YLL005C	SPO75
YLL006W	MMM1	MMM1
YLL006W	YLL006W	MMM1
YLL007C	LMO1	LMO1
YLL007C	YLL007C	LMO1
YLL008W	DRS1	DRS1
YLL008W	YLL008W	DRS1
YLL009C	COX17	COX17
YLL009C	YLL009C	COX17
YLL010C	PSR1	PSR1
YLL010C	YLL010C	PSR1
YLL011W	SOF1	SOF1
YLL011W	YLL011W	SOF1
YLL012W	YEH1	YEH1
YLL012W	YLL012W	YEH1
YLL013C	PUF3	PUF3
YLL013C	YLL013C	PUF3
YLL014W	EMC6	EMC6
YLL014W	YLL014W	EMC6
YLL015W	BPT1	BPT1
YLL015W	YLL015W	BPT1
YLL016W	YLL016W	SDC25
YLL017W	YLL017W	NA
YLL018C	DPS1	DPS1
YLL018C	YLL018C	DPS1
YLL019C	KNS1	KNS1
YLL019C	YLL019C	KNS1
YLL020C	YLL020C	NA
YLL021W	SPA2	SPA2
YLL021W	YLL021W	SPA2
YLL022C	HIF1	HIF1
YLL023C	POM33	POM33
YLL023C	YLL023C	POM33
YLL024C	SSA2	SSA2
YLL024C	YLL024C	SSA2
YLL025W	PAU17	PAU17
YLL025W	YLL025W	PAU17
YLL026W	HSP104	HSP104
YLL026W	YLL026W	HSP104
YLL027W	ISA1	ISA1
YLL027W	YLL027W	ISA1
YLL028W	TPO1	TPO1
YLL028W	YLL028W	TPO1
YLL029W	FRA1	FRA1
YLL029W	YLL029W	FRA1
YLL030C	RRT7	RRT7
YLL030C	YLL030C	RRT7
YLL031C	GPI13	GPI13
YLL031C	YLL031C	GPI13
YLL032C	YLL032C	NA
YLL033W	IRC19	IRC19
YLL033W	YLL033W	IRC19
YLL034C	RIX7	RIX7
YLL034C	YLL034C	RIX7
YLL035W	GRC3	GRC3
YLL035W	YLL035W	GRC3
YLL036C	PRP19	PRP19
YLL036C	YLL036C	PRP19
YLL037W	YLL037W	NA
YLL038C	ENT4	ENT4
YLL038C	YLL038C	ENT4
YLL039C	UBI4	UBI4
YLL039C	YLL039C	UBI4
YLL040C	VPS13	VPS13
YLL040C	YLL040C	VPS13
YLL041C	SDH2	SDH2
YLL041C	YLL041C	SDH2
YLL042C	ATG10	ATG10
YLL042C	YLL042C	ATG10
YLL043W	FPS1	FPS1
YLL043W	YLL043W	FPS1
YLL044W	YLL044W	NA
YLL045C	RPL8B	RPL8B
YLL045C	YLL045C	RPL8B
YLL046C	RNP1	RNP1
YLL046C	YLL046C	RNP1
YLL047W	YLL047W	NA
YLL048C	YBT1	YBT1
YLL048C	YLL048C	YBT1
YLL049W	LDB18	LDB18
YLL049W	YLL049W	LDB18
YLL050C	COF1	COF1
YLL050C	YLL050C	COF1
YLL051C	FRE6	FRE6
YLL051C	YLL051C	FRE6
YLL052C	AQY2	AQY2
YLL052C	YLL052C	AQY2
YLL053C	YLL053C	NA
YLL054C	YLL054C	NA
YLL055W	YCT1	YCT1
YLL055W	YLL055W	YCT1
YLL056C	YLL056C	NA
YLL057C	JLP1	JLP1
YLL057C	YLL057C	JLP1
YLL058W	HSU1	HSU1
YLL058W	YLL058W	HSU1
YLL059C	YLL059C	NA
YLL060C	GTT2	GTT2
YLL060C	YLL060C	GTT2
YLL061W	MMP1	MMP1
YLL061W	YLL061W	MMP1
YLL062C	MHT1	MHT1
YLL062C	YLL062C	MHT1
YLL063C	AYT1	AYT1
